Count,Tradelist Count,Name,Edition,Card Number,Condition,Language,Foil,Signed,Artist Proof,Altered Art,Misprint,Promo,Textless,My Price,Type,Cost,Rarity,Price,Image URL,Last Updated
1,0,Gate Colossus,Ravnica Allegiance,232,Near Mint,English,,,,,,,,,Artifact Creature - Construct,{8},Uncommon,$0.40,https://deckbox.org/system/images/mtg/cards/457376.jpg,2019-07-04 17:42:06 UTC
1,0,Gates Ablaze,Ravnica Allegiance,102,Near Mint,English,foil,,,,,,,0,Sorcery,{2}{R},Uncommon,$1.80,https://deckbox.org/system/images/mtg/cards/457246.jpg,2019-07-04 17:29:39 UTC
1,0,Gates Ablaze,Ravnica Allegiance,102,Near Mint,English,,,,,,,,,Sorcery,{2}{R},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/457246.jpg,2019-07-04 17:29:39 UTC
2,0,Gateway Plaza,Guilds of Ravnica,247,Near Mint,English,,,,,,,,,Land - Gate,,Common,$0.18,https://deckbox.org/system/images/mtg/cards/452997.jpg,2018-11-27 18:17:05 UTC
2,0,Gateway Plaza,War of the Spark,246,Near Mint,English,,,,,,,,,Land - Gate,,Common,$0.18,https://deckbox.org/system/images/mtg/cards/461173.jpg,2019-07-04 19:19:45 UTC
1,0,Gateway Sneak,Ravnica Allegiance,40,Near Mint,English,,,,,,,,,Creature - Vedalken Rogue,{2}{U},Uncommon,$0.29,https://deckbox.org/system/images/mtg/cards/457184.jpg,2019-07-04 19:25:54 UTC
1,0,Gavony Unhallowed,Eldritch Moon,89,Near Mint,English,,,,,,,,,Creature - Zombie,{3}{B},Common,$0.17,https://deckbox.org/system/images/mtg/cards/414384.jpg,2018-10-21 21:52:12 UTC
1,0,Geier Reach Sanitarium,"",,Near Mint,English,,,,,,,,,Legendary Land,,Rare,$1.05,https://deckbox.org/system/images/mtg/cards/470792.jpg,2019-08-29 13:35:25 UTC
1,0,Generous Gift,Modern Horizons,11,Near Mint,English,,,,,,,,,Instant,{2}{W},Uncommon,$1.80,https://deckbox.org/system/images/mtg/cards/463960.jpg,2019-07-04 18:00:22 UTC
1,0,Generous Stray,Guilds of Ravnica,129,Near Mint,English,,,,,,,,,Creature - Cat,{2}{G},Common,$0.17,https://deckbox.org/system/images/mtg/cards/452879.jpg,2018-11-27 18:15:46 UTC
1,0,Geomancer's Gambit,Modern Horizons,125,Near Mint,English,,,,,,,,,Sorcery,{2}{R},Common,$0.19,https://deckbox.org/system/images/mtg/cards/464074.jpg,2019-07-04 18:11:12 UTC
1,0,Get the Point,Ravnica Allegiance,176,Near Mint,English,,,,,,,,,Instant,{3}{B}{R},Common,$0.17,https://deckbox.org/system/images/mtg/cards/457320.jpg,2019-07-04 18:21:59 UTC
1,0,"Geth, Lord of the Vault","",,Near Mint,English,,,,,,,,,Legendary Creature - Zombie,{4}{B}{B},MythicRare,$1.17,https://deckbox.org/system/images/mtg/cards/470660.jpg,2019-08-29 13:35:24 UTC
3,0,Ghirapur Aether Grid,"",,Near Mint,English,,,,,,,,,Enchantment,{2}{R},Uncommon,$0.25,https://deckbox.org/system/images/mtg/cards/398517.jpg,2018-10-22 11:47:17 UTC
1,0,Ghitu Chronicler,Dominaria,125,Near Mint,English,,,,,,,,,Creature - Human Wizard,{1}{R},Common,$0.18,https://deckbox.org/system/images/mtg/cards/443013.jpg,2019-01-05 14:55:14 UTC
3,0,Ghor-Clan Wrecker,Ravnica Allegiance,103,Near Mint,English,,,,,,,,,Creature - Human Warrior,{3}{R},Common,$0.17,https://deckbox.org/system/images/mtg/cards/457247.jpg,2019-07-04 19:14:28 UTC
1,0,Ghostly Wings,Shadows over Innistrad,66,Near Mint,English,,,,,,,,,Enchantment - Aura,{1}{U},Common,$0.20,https://deckbox.org/system/images/mtg/cards/409809.jpg,2018-10-21 19:56:32 UTC
2,0,Ghoulcaller's Accomplice,Shadows over Innistrad,112,Near Mint,English,,,,,,,,,Creature - Human Rogue,{1}{B},Common,$0.19,https://deckbox.org/system/images/mtg/cards/409860.jpg,2018-10-21 21:37:48 UTC
4,0,Ghoulraiser,"",,Near Mint,English,,,,,,,,,Creature - Zombie,{1}{B}{B},Common,$0.19,https://deckbox.org/system/images/mtg/cards/220019.jpg,2018-10-22 11:49:28 UTC
1,0,Giant Mantis,Battle for Zendikar,173,Near Mint,English,,,,,,,,,Creature - Insect,{3}{G},Common,$0.18,https://deckbox.org/system/images/mtg/cards/401896.jpg,2018-10-21 22:01:17 UTC
1,0,Giant Scorpion,"",,Near Mint,English,,,,,,,,,Creature - Scorpion,{2}{B},Common,$0.24,https://deckbox.org/system/images/mtg/cards/260986.jpg,2018-10-22 01:15:46 UTC
1,0,Gideon's Reproach,Dominaria,19,Near Mint,English,,,,,,,,,Instant,{1}{W},Common,$0.17,https://deckbox.org/system/images/mtg/cards/442907.jpg,2018-10-21 21:23:47 UTC
2,0,Gift of Strength,"",,Near Mint,English,,,,,,,,0,Instant,{1}{G},Common,$0.24,https://deckbox.org/system/images/mtg/cards/476422.jpg,2020-03-28 15:27:23 UTC
1,0,Gifts Ungiven,Signature Spellbook: Jace,5,Near Mint,English,foil,,,,,,,0,Instant,{3}{U},Rare,$3.30,https://deckbox.org/system/images/mtg/cards/447133.jpg,2019-01-05 16:50:43 UTC
1,0,Gifts Ungiven,Signature Spellbook: Jace,5,Near Mint,English,,,,,,,,0,Instant,{3}{U},Rare,$1.33,https://deckbox.org/system/images/mtg/cards/447133.jpg,2019-01-05 16:50:28 UTC
1,0,Gigantoplasm,"",,Near Mint,English,,,,,,,,,Creature - Shapeshifter,{3}{U},Rare,$1.61,https://deckbox.org/system/images/mtg/cards/405241.jpg,2018-10-22 01:08:49 UTC
2,0,Gilt-Leaf Seer,"",,Near Mint,English,,,,,,,,,Creature - Elf Shaman,{2}{G},Common,$0.26,https://deckbox.org/system/images/mtg/cards/145812.jpg,2018-10-22 01:14:19 UTC
2,0,Gilt-Leaf Winnower,Magic Origins,99,Near Mint,English,,,,,,,,,Creature - Elf Warrior,{3}{B}{B},Rare,$0.48,https://deckbox.org/system/images/mtg/cards/398495.jpg,2018-11-30 17:00:23 UTC
1,0,Gird for Battle,"",,Near Mint,English,,,,,,,,,Sorcery,{W},Uncommon,$0.26,https://deckbox.org/system/images/mtg/cards/452762.jpg,2018-12-16 16:08:07 UTC
1,0,Gisa's Bidding,Shadows over Innistrad,114,Near Mint,English,,,,,,,,,Sorcery,{2}{B}{B},Uncommon,$0.25,https://deckbox.org/system/images/mtg/cards/409862.jpg,2018-10-21 21:35:10 UTC
1,0,Gladehart Cavalry,Duel Decks: Elves vs. Inventors,11,Near Mint,English,,,,,,,,,Creature - Elf Knight,{5}{G}{G},Rare,$0.27,https://deckbox.org/system/images/mtg/cards/442747.jpg,2018-10-21 22:04:12 UTC
1,0,Glaive of the Guildpact,Guilds of Ravnica,236,Near Mint,English,,,,,,,,,Artifact - Equipment,{2},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/452986.jpg,2018-10-21 23:32:05 UTC
2,0,"Glissa, the Traitor","",,Near Mint,English,,,,,,,,,Legendary Creature - Zombie Elf,{B}{G}{G},MythicRare,$1.97,https://deckbox.org/system/images/mtg/cards/214072.jpg,2018-10-22 12:32:04 UTC
1,0,Gloomwidow,Shadows over Innistrad,206,Near Mint,English,,,,,,,,,Creature - Spider,{2}{G},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/409965.jpg,2018-10-21 22:16:29 UTC
1,0,Gluttonous Troll,Throne of Eldraine,327,Near Mint,English,,,,,,,,,Creature - Troll,{2}{B}{G},Rare,$0.68,https://deckbox.org/system/images/mtg/cards/2005567.jpg,2020-03-27 19:52:57 UTC
4,0,Gnarlroot Trapper,Magic Origins,100,Near Mint,English,,,,,,,,,Creature - Elf Druid,{B},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/398413.jpg,2018-10-21 21:40:31 UTC
1,0,Go for the Throat,"",,Near Mint,English,,,,,,,,,Instant,{1}{B},Uncommon,$1.33,https://deckbox.org/system/images/mtg/cards/433046.jpg,2018-10-22 11:30:38 UTC
1,0,Goblin Champion,Modern Horizons,127,Near Mint,English,,,,,,,,,Creature - Goblin Warrior,{R},Common,$0.18,https://deckbox.org/system/images/mtg/cards/464076.jpg,2019-07-04 18:11:58 UTC
1,0,Goblin Cratermaker,"",,Near Mint,English,,,,,,,,,Creature - Goblin Warrior,{1}{R},Uncommon,$0.25,https://deckbox.org/system/images/mtg/cards/452853.jpg,2020-03-27 19:52:57 UTC
5,0,Goblin Electromancer,Guilds of Ravnica,174,Near Mint,English,,,,,,,,,Creature - Goblin Wizard,{U}{R},Common,$0.18,https://deckbox.org/system/images/mtg/cards/452924.jpg,2018-11-27 18:16:54 UTC
1,0,Goblin Gathering,Ravnica Allegiance,104,Near Mint,English,,,,,,,,,Sorcery,{2}{R},Common,$0.22,https://deckbox.org/system/images/mtg/cards/457248.jpg,2019-07-04 17:29:49 UTC
2,0,Goblin Instigator,Core Set 2019,142,Near Mint,English,foil,,,,,,,0,Creature - Goblin Rogue,{1}{R},Common,$1.90,https://deckbox.org/system/images/mtg/cards/447278.jpg,2018-11-30 17:00:32 UTC
1,0,Goblin War Party,Modern Horizons,131,Near Mint,English,,,,,,,,,Sorcery,{3}{R},Common,$0.17,https://deckbox.org/system/images/mtg/cards/464080.jpg,2019-07-04 18:11:49 UTC
1,0,Godless Shrine,Ravnica Allegiance,248,Near Mint,English,,,,,,,,,Land - Plains Swamp,,Rare,$7.63,https://deckbox.org/system/images/mtg/cards/457392.jpg,2019-07-04 17:43:36 UTC
1,0,Godless Shrine,"",,Near Mint,English,,,,,,,,,Land - Plains Swamp,,Rare,$7.63,https://deckbox.org/system/images/mtg/cards/457392.jpg,2020-04-22 10:00:21 UTC
1,0,Golden Egg,"",,Near Mint,English,,,,,,,,,Artifact - Food,{2},Common,$0.20,https://deckbox.org/system/images/mtg/cards/2005460.jpg,2020-04-22 10:00:04 UTC
1,0,Golden Egg,Throne of Eldraine,220,Near Mint,English,,,,,,,,,Artifact - Food,{2},Common,$0.20,https://deckbox.org/system/images/mtg/cards/2005460.jpg,2020-03-27 19:52:57 UTC
1,0,Golgari Charm,"",,Near Mint,English,,,,,,,,,Instant,{B}{G},Uncommon,$0.30,https://deckbox.org/system/images/mtg/cards/2003601.jpg,2018-10-22 01:11:19 UTC
2,0,Golgari Findbroker,"",,Near Mint,English,,,,,,,,,Creature - Elf Shaman,{B}{B}{G}{G},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/452925.jpg,2020-03-27 19:52:57 UTC
2,0,Golgari Guildgate,Modern Masters 2017 Edition,235,Near Mint,English,,,,,,,,,Land - Gate,,Common,$0.22,https://deckbox.org/system/images/mtg/cards/426060.jpg,2018-10-28 17:32:21 UTC
1,0,Golgari Guildgate,"",,Near Mint,English,,,,,,,,,Land - Gate,,Common,$0.25,https://deckbox.org/system/images/mtg/cards/470793.jpg,2020-03-27 19:52:57 UTC
1,0,Golgari Locket,Guilds of Ravnica,237,Near Mint,English,,,,,,,,,Artifact,{3},Common,$0.17,https://deckbox.org/system/images/mtg/cards/452987.jpg,2018-10-28 17:29:53 UTC
1,0,Golgari Rot Farm,"",,Near Mint,English,,,,,,,,,Land,,Uncommon,$0.31,https://deckbox.org/system/images/mtg/cards/470794.jpg,2018-10-22 01:11:19 UTC
1,0,Golgari Signet,"",,Near Mint,English,,,,,,,,,Artifact,{2},Common,$0.42,https://deckbox.org/system/images/mtg/cards/2003331.jpg,2018-10-22 01:11:19 UTC
1,0,Gone Missing,Shadows over Innistrad,67,Near Mint,English,,,,,,,,,Sorcery,{4}{U},Common,$0.17,https://deckbox.org/system/images/mtg/cards/409810.jpg,2018-10-21 19:54:48 UTC
2,0,Gorehorn Minotaurs,"",,Near Mint,English,,,,,,,,,Creature - Minotaur Warrior,{2}{R}{R},Common,$0.18,https://deckbox.org/system/images/mtg/cards/426610.jpg,2018-10-22 01:18:08 UTC
1,0,Gorgon Recluse,"",,Near Mint,English,,,,,,,,,Creature - Gorgon,{3}{B}{B},Common,$0.21,https://deckbox.org/system/images/mtg/cards/470662.jpg,2019-08-29 13:35:24 UTC
1,0,Grapeshot,"",,Near Mint,English,,,,,,,,,Sorcery,{1}{R},Common,$0.85,https://deckbox.org/system/images/mtg/cards/426588.jpg,2018-10-22 01:17:47 UTC
2,0,Grasp of Darkness,Oath of the Gatewatch,85,Near Mint,English,,,,,,,,,Instant,{B}{B},Uncommon,$0.29,https://deckbox.org/system/images/mtg/cards/407595.jpg,2018-10-21 21:51:55 UTC
1,0,Grasping Thrull,Ravnica Allegiance,177,Near Mint,English,,,,,,,,,Creature - Thrull,{3}{W}{B},Common,$0.20,https://deckbox.org/system/images/mtg/cards/457321.jpg,2019-07-05 15:03:33 UTC
1,0,Grave Scrabbler,"",,Near Mint,English,,,,,,,,,Creature - Zombie,{3}{B},Common,$0.25,https://deckbox.org/system/images/mtg/cards/470663.jpg,2019-08-29 13:35:24 UTC
4,0,Gravedigger,Core Set 2019,98,Near Mint,English,,,,,,,,,Creature - Zombie,{3}{B},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/447234.jpg,2018-10-22 11:49:28 UTC
1,0,Gravel-Hide Goblin,Ravnica Allegiance,105,Near Mint,English,,,,,,,,,Creature - Goblin Shaman,{1}{R},Common,$0.17,https://deckbox.org/system/images/mtg/cards/457249.jpg,2019-07-04 17:30:49 UTC
1,0,Gravitic Punch,Guilds of Ravnica,105,Near Mint,English,,,,,,,,,Sorcery,{3}{R},Common,$0.18,https://deckbox.org/system/images/mtg/cards/452855.jpg,2018-10-22 00:26:50 UTC
1,0,Gray Merchant of Asphodel,"",,Near Mint,English,,,,,,,,,Creature - Zombie,{3}{B}{B},Uncommon,$0.45,https://deckbox.org/system/images/mtg/cards/476350.jpg,2019-07-25 20:07:46 UTC
1,0,Great Oak Guardian,"",,Near Mint,English,,,,,,,,,Creature - Treefolk,{5}{G},Uncommon,$0.30,https://deckbox.org/system/images/mtg/cards/470716.jpg,2018-10-22 01:11:19 UTC
1,0,"Greven, Predator Captain","",,Near Mint,English,,,,,,,,,Legendary Creature - Human Warrior,{3}{B}{R},MythicRare,$0.68,https://deckbox.org/system/images/mtg/cards/470589.jpg,2019-08-29 13:35:25 UTC
1,0,Grim Backwoods,"",,Near Mint,English,,,,,,,,,Land,,Rare,$0.34,https://deckbox.org/system/images/mtg/cards/451206.jpg,2018-10-22 01:11:19 UTC
2,0,Grim Discovery,"",,Near Mint,English,,,,,,,,,Sorcery,{1}{B},Common,$0.21,https://deckbox.org/system/images/mtg/cards/180127.jpg,2018-10-22 01:15:46 UTC
2,0,Grim Physician,Theros Beyond Death,100,Near Mint,English,,,,,,,,0,Creature  - Zombie,{B},Common,$0.17,https://deckbox.org/system/images/mtg/cards/476351.jpg,2020-03-28 15:23:22 UTC
1,0,Grimoire of the Dead,"",,Near Mint,English,,,,,,,,,Legendary Artifact,{4},MythicRare,$0.76,https://deckbox.org/system/images/mtg/cards/470759.jpg,2019-08-29 13:35:25 UTC
1,0,Grisly Salvage,"",,Near Mint,English,,,,,,,,,Instant,{B}{G},Common,$3.27,https://deckbox.org/system/images/mtg/cards/2003324.jpg,2018-10-22 01:11:19 UTC
3,0,Grotesque Demise,Ravnica Allegiance,75,Near Mint,English,,,,,,,,,Instant,{2}{B},Common,$0.17,https://deckbox.org/system/images/mtg/cards/457219.jpg,2019-07-05 14:54:09 UTC
1,0,Growth Spiral,"",,Near Mint,English,,,,,,,,,Instant,{G}{U},Common,$0.29,https://deckbox.org/system/images/mtg/cards/457322.jpg,2020-03-27 19:53:17 UTC
2,0,Growth Spiral,Ravnica Allegiance,178,Near Mint,English,,,,,,,,,Instant,{G}{U},Common,$0.29,https://deckbox.org/system/images/mtg/cards/457322.jpg,2019-07-04 19:28:32 UTC
1,0,Growth-Chamber Guardian,Ravnica Allegiance,128,Near Mint,English,,,,,,,,,Creature - Elf Crab Warrior,{1}{G},Rare,$0.64,https://deckbox.org/system/images/mtg/cards/457272.jpg,2019-07-04 17:36:13 UTC
1,0,"Grunn, the Lonely King",Dominaria,165,Near Mint,English,,,,,,,,,Legendary Creature - Ape Warrior,{4}{G}{G},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/443053.jpg,2019-01-05 14:55:33 UTC
1,0,Gruul Beastmaster,Ravnica Allegiance,129,Near Mint,English,,,,,,,,,Creature - Human Shaman,{3}{G},Uncommon,$0.29,https://deckbox.org/system/images/mtg/cards/457273.jpg,2019-07-04 17:33:03 UTC
10,0,Gruul Guildgate,Ravnica Allegiance,250,Near Mint,English,,,,,,,,,Land - Gate,,Common,$0.14,https://deckbox.org/system/images/mtg/cards/457394.jpg,2019-07-05 14:49:23 UTC
1,0,Gruul Guildgate,"",,Near Mint,English,,,,,,,,,Land - Gate,,Common,$0.14,https://deckbox.org/system/images/mtg/cards/457394.jpg,2020-03-27 19:52:57 UTC
4,0,Gruul Locket,Ravnica Allegiance,234,Near Mint,English,,,,,,,,,Artifact,{3},Common,$0.24,https://deckbox.org/system/images/mtg/cards/457378.jpg,2019-07-04 19:18:54 UTC
3,0,Gruul Spellbreaker,Ravnica Allegiance,179,Near Mint,English,,,,,,,,,Creature - Ogre Warrior,{1}{R}{G},Rare,$1.26,https://deckbox.org/system/images/mtg/cards/457323.jpg,2019-07-05 14:48:24 UTC
1,0,Guardian Automaton,Magic Origins,227,Near Mint,English,,,,,,,,,Artifact Creature - Construct,{4},Common,$0.24,https://deckbox.org/system/images/mtg/cards/398509.jpg,2018-10-21 23:17:01 UTC
1,0,Guild Globe,"",,Near Mint,English,,,,,,,,,Artifact,{2},Common,$0.19,https://deckbox.org/system/images/mtg/cards/461166.jpg,2020-04-22 10:00:04 UTC
1,0,Guttersnipe,Core Set 2019,145,Near Mint,English,,,,,,,,,Creature - Goblin Shaman,{2}{R},Uncommon,$0.25,https://deckbox.org/system/images/mtg/cards/447281.jpg,2018-12-05 17:07:37 UTC
1,0,Guttural Response,"",,Near Mint,English,,,,,,,,,Instant,{RG},Uncommon,$1.19,https://deckbox.org/system/images/mtg/cards/426628.jpg,2018-10-22 01:18:08 UTC
1,0,Gyre Engineer,Ravnica Allegiance,180,Near Mint,English,,,,,,,,,Creature - Vedalken Wizard,{1}{G}{U},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/457324.jpg,2019-07-04 19:16:46 UTC
1,0,Gyre Engineer,"",,Near Mint,English,,,,,,,,,Creature - Vedalken Wizard,{1}{G}{U},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/457324.jpg,2020-03-27 19:53:17 UTC
6,0,Haazda Officer,Core Set 2020,305,Near Mint,English,,,,,,,,,Creature - Human Soldier,{2}{W},Common,$0.20,https://deckbox.org/system/images/mtg/cards/469858.jpg,2019-07-05 15:03:07 UTC
1,0,Hackrobat,Ravnica Allegiance,181,Near Mint,English,,,,,,,,,Creature - Human Rogue,{1}{B}{R},Uncommon,$0.23,https://deckbox.org/system/images/mtg/cards/457325.jpg,2019-07-04 19:27:51 UTC
1,0,Hallowed Fountain,"",,Near Mint,English,,,,,,,,,Land - Plains Island,,Rare,$7.96,https://deckbox.org/system/images/mtg/cards/457395.jpg,2020-03-27 19:53:17 UTC
1,0,Hallowed Fountain,Ravnica Allegiance,251,Near Mint,English,,,,,,,,,Land - Plains Island,,Rare,$7.96,https://deckbox.org/system/images/mtg/cards/457395.jpg,2019-07-04 17:43:41 UTC
2,0,Hammer Dropper,Guilds of Ravnica,176,Near Mint,English,,,,,,,,,Creature - Giant Soldier,{2}{R}{W},Common,$0.18,https://deckbox.org/system/images/mtg/cards/452926.jpg,2019-01-05 14:56:30 UTC
1,0,Hanweir Militia Captain,Shadows over Innistrad,21,Near Mint,English,,,,,,,,,Creature - Human Soldier // Creature - Human Cleric,{1}{W},Rare,$0.61,https://deckbox.org/system/images/mtg/cards/409759.jpg,2018-10-21 21:26:26 UTC
1,0,Harmonize,"",,Near Mint,English,,,,,,,,,Sorcery,{2}{G}{G},Uncommon,$0.81,https://deckbox.org/system/images/mtg/cards/470717.jpg,2018-10-22 01:18:08 UTC
1,0,Harnessed Lightning,Kaladesh,117,Near Mint,English,,,,,,,,,Instant,{1}{R},Uncommon,$0.31,https://deckbox.org/system/images/mtg/cards/417690.jpg,2018-10-21 20:59:21 UTC
1,0,Harvest Hand,Shadows over Innistrad,256,Near Mint,English,,,,,,,,,Artifact Creature - Scarecrow // Artifact - Equipment,{3},Uncommon,$0.25,https://deckbox.org/system/images/mtg/cards/410021.jpg,2018-10-21 23:16:09 UTC
1,0,Hate Mirage,"",,Near Mint,English,,,,,,,,,Sorcery,{3}{R},Uncommon,$0.25,https://deckbox.org/system/images/mtg/cards/470572.jpg,2019-08-29 13:35:25 UTC
1,0,Havoc Sower,Oath of the Gatewatch,71,Near Mint,English,,,,,,,,,Creature - Eldrazi Drone,{3}{B},Uncommon,$0.24,https://deckbox.org/system/images/mtg/cards/407581.jpg,2018-10-21 21:34:12 UTC
1,0,Headless Specter,Modern Horizons,95,Near Mint,English,,,,,,,,,Creature - Specter,{1}{B}{B},Common,$0.18,https://deckbox.org/system/images/mtg/cards/464044.jpg,2019-07-04 18:08:45 UTC
4,0,Healer's Hawk,Guilds of Ravnica,14,Near Mint,English,,,,,,,,,Creature - Bird,{W},Common,$0.26,https://deckbox.org/system/images/mtg/cards/452764.jpg,2018-10-22 00:29:18 UTC
1,0,Healing Grace,Dominaria,20,Near Mint,English,,,,,,,,,Instant,{W},Common,$0.18,https://deckbox.org/system/images/mtg/cards/442908.jpg,2018-11-27 18:07:05 UTC
4,0,Heart-Piercer Bow,"",,Near Mint,English,,,,,,,,,Artifact - Equipment,{2},Common,$0.17,https://deckbox.org/system/images/mtg/cards/466982.jpg,2018-10-22 11:48:07 UTC
1,0,Hedonist's Trove,"",,Near Mint,English,,,,,,,,,Enchantment,{5}{B}{B},Rare,$0.27,https://deckbox.org/system/images/mtg/cards/470665.jpg,2019-08-29 13:35:25 UTC
1,0,Hedron Archive,"",,Near Mint,English,,,,,,,,,Artifact,{4},Uncommon,$0.99,https://deckbox.org/system/images/mtg/cards/470760.jpg,2019-08-29 13:35:25 UTC
4,0,Heir of Falkenrath,"",,Near Mint,English,,,,,,,,,Creature - Vampire // Creature - Vampire Berserker,{1}{B},Uncommon,$0.29,https://deckbox.org/system/images/mtg/cards/409864.jpg,2018-11-30 17:01:28 UTC
1,0,Heirloom Blade,"",,Near Mint,English,,,,,,,,,Artifact - Equipment,{3},Uncommon,$2.05,https://deckbox.org/system/images/mtg/cards/433293.jpg,2018-10-22 11:30:38 UTC
1,0,Heliod's Intervention,Theros Beyond Death,19,Near Mint,English,foil,,,,,promo,,0,Instant,{X}{W}{W},Rare,$2.50,https://deckbox.org/system/images/mtg/cards/476270.jpg,2020-03-28 15:36:01 UTC
1,0,Heliod's Pilgrim,Theros Beyond Death,20,Near Mint,English,,,,,,,,,Creature - Human Cleric,{2}{W},Common,$0.17,https://deckbox.org/system/images/mtg/cards/476271.jpg,2020-03-28 15:11:33 UTC
1,0,Heliod's Punishment,Theros Beyond Death,21,Near Mint,English,,,,,,,,,Enchantment  - Aura,{1}{W},Uncommon,$0.22,https://deckbox.org/system/images/mtg/cards/476272.jpg,2020-03-28 15:11:28 UTC
1,0,Heraldic Banner,"",,Near Mint,English,,,,,,,,,Artifact,{3},Uncommon,$0.45,https://deckbox.org/system/images/mtg/cards/2005462.jpg,2020-04-22 10:00:04 UTC
4,0,Heritage Druid,"",,Near Mint,English,,,,,,,,,Creature - Elf Druid,{G},Rare,$4.36,https://deckbox.org/system/images/mtg/cards/413713.jpg,2018-10-22 12:32:04 UTC
1,0,Hermit of the Natterknolls,Shadows over Innistrad,209,Near Mint,English,,,,,,,,,Creature - Human Werewolf // Creature - Werewolf,{2}{G},Uncommon,$0.27,https://deckbox.org/system/images/mtg/cards/409968.jpg,2018-10-21 22:09:47 UTC
1,0,Hero of the Pride,Theros Beyond Death,22,Near Mint,English,,,,,,,,,Creature  - Cat Soldier,{1}{W},Common,$0.17,https://deckbox.org/system/images/mtg/cards/476273.jpg,2020-03-28 15:09:06 UTC
1,0,Hideous End,"",,Near Mint,English,,,,,,,,,Instant,{1}{B}{B},Common,$0.18,https://deckbox.org/system/images/mtg/cards/180435.jpg,2018-10-22 01:15:46 UTC
1,0,Hierophant's Chalice,Ixalan,240,Near Mint,English,,,,,,,,,Artifact,{3},Common,$0.18,https://deckbox.org/system/images/mtg/cards/435398.jpg,2018-10-21 23:15:17 UTC
2,0,High Alert,Ravnica Allegiance,182,Near Mint,English,,,,,,,,,Enchantment,{1}{W}{U},Uncommon,$0.40,https://deckbox.org/system/images/mtg/cards/457326.jpg,2019-07-04 19:16:54 UTC
1,0,High Market,"",,Near Mint,English,,,,,,,,,Land,,Rare,$4.04,https://deckbox.org/system/images/mtg/cards/405257.jpg,2018-10-22 01:11:19 UTC
1,0,Highland Game,Core Set 2019,188,Near Mint,English,,,,,,,,,Creature - Elk,{1}{G},Common,$0.17,https://deckbox.org/system/images/mtg/cards/447324.jpg,2018-10-21 22:14:03 UTC
1,0,Hijack,Ixalan,148,Near Mint,English,,,,,,,,,Sorcery,{1}{R}{R},Common,$0.18,https://deckbox.org/system/images/mtg/cards/435302.jpg,2018-10-21 20:58:27 UTC
2,0,Hired Poisoner,Guilds of Ravnica,72,Near Mint,English,,,,,,,,,Creature - Human Assassin,{B},Common,$0.17,https://deckbox.org/system/images/mtg/cards/452822.jpg,2019-01-05 14:53:46 UTC
1,0,Hitchclaw Recluse,Guilds of Ravnica,133,Near Mint,English,,,,,,,,,Creature - Spider,{2}{G},Common,$0.18,https://deckbox.org/system/images/mtg/cards/452883.jpg,2018-10-21 22:08:02 UTC
2,0,Hooting Mandrills,"",,Near Mint,English,,,,,,,,,Creature - Ape,{5}{G},Common,$0.21,https://deckbox.org/system/images/mtg/cards/2003570.jpg,2018-10-22 11:49:01 UTC
